year,xnuts2.label,wrecht.miete,werr.label,quali,price.m2.n,price.m2.v,price.m2.w
1989,Oberösterreich,gbv,1981 - 1990,A,173,3.92447269,12742.16568
1989,Oberösterreich,gbv,NA,A,10,2.999869576,446.130825
1989,Oberösterreich,gbv,NA,B,4,1.312955871,207.922725
1989,Oberösterreich,priv,1918 und davor,A,50,2.43837199,2669.2169
1989,Oberösterreich,priv,1918 und davor,B,82,2.607126281,4992.797375
1989,Oberösterreich,priv,1918 und davor,C,30,1.070135417,1326.28635
1989,Oberösterreich,priv,1918 und davor,D,108,2.150302599,5864.085125
1989,Oberösterreich,priv,1919 - 1944,A,15,3.133985257,974.404575
1989,Oberösterreich,priv,1919 - 1944,B,38,1.845761831,1826.66325
1989,Oberösterreich,priv,1919 - 1944,C,20,1.86323443,911.04045
1989,Oberösterreich,priv,1919 - 1944,D,23,1.838558846,1140.381375
1989,Oberösterreich,priv,1945 - 1960,A,46,3.259847277,2628.03915
1989,Oberösterreich,priv,1945 - 1960,B,43,2.572115233,2170.800875
1989,Oberösterreich,priv,1945 - 1960,C,9,2.023866465,823.9068
1989,Oberösterreich,priv,1945 - 1960,D,5,2.959533037,520.47875
1989,Oberösterreich,priv,1961 - 1970,A,94,3.852698439,5247.4358
1989,Oberösterreich,priv,1961 - 1970,B,48,3.333957343,2735.196025
1989,Oberösterreich,priv,1961 - 1970,C,6,1.481648054,387.338725
1989,Oberösterreich,priv,1961 - 1970,D,4,1.583662416,163.7487
1989,Oberösterreich,priv,1971 - 1980,A,102,4.627826517,5654.380875
1989,Oberösterreich,priv,1971 - 1980,B,10,2.301206428,583.880875
1989,Oberösterreich,priv,1971 - 1980,D,3,3.655839815,173.866125
1989,Oberösterreich,priv,1981 - 1990,A,10,3.211968525,494.48955
1989,Oberösterreich,priv,1981 - 1990,B,5,5.762155544,552.1888
1989,Oberösterreich,priv,NA,A,32,3.339828158,1559.55725
1989,Oberösterreich,priv,NA,B,16,2.482740536,783.450675
1989,Oberösterreich,priv,NA,C,1,1.090092513,39.4468
1989,Oberösterreich,priv,NA,D,5,1.342485059,227.34335
1989,Oberösterreich,pub,1918 und davor,A,12,1.359911621,518.49055
1989,Oberösterreich,pub,1918 und davor,B,24,1.558338397,1259.678175
1989,Oberösterreich,pub,1918 und davor,C,11,1.130221226,463.338725
1989,Oberösterreich,pub,1918 und davor,D,20,1.630967534,1317.179975
1989,Oberösterreich,pub,1919 - 1944,A,23,2.571012,1182.605175
1989,Oberösterreich,pub,1919 - 1944,B,44,1.887349162,2021.53815
1989,Oberösterreich,pub,1919 - 1944,C,4,0.942615006,182.390575
1989,Oberösterreich,pub,1919 - 1944,D,10,2.255854921,674.208675
1989,Oberösterreich,pub,1945 - 1960,A,21,2.743149362,1390.497975
1989,Oberösterreich,pub,1945 - 1960,B,57,1.644370322,2723.627475
1989,Oberösterreich,pub,1945 - 1960,C,3,2.702523334,116.296225
1989,Oberösterreich,pub,1945 - 1960,D,3,3.147963684,123.978175
1989,Oberösterreich,pub,1961 - 1970,A,35,2.254600366,1585.48465
1989,Oberösterreich,pub,1961 - 1970,B,19,1.925791609,747.031675
1989,Oberösterreich,pub,1971 - 1980,A,11,3.035001003,581.354325
1989,Oberösterreich,pub,1971 - 1980,B,5,1.512816168,381.722025
1989,Oberösterreich,pub,1981 - 1990,B,2,2.341680212,62.17705
1989,Oberösterreich,pub,NA,A,3,2.601054322,130.1096
1989,Salzburg,NA,1919 - 1944,B,2,2.416430062,28.536725
1989,Salzburg,NA,1919 - 1944,C,1,1.89538608,14.45
1989,Salzburg,NA,1945 - 1960,B,1,1.453456683,14.4091
1989,Salzburg,NA,1961 - 1970,A,1,6.64437341,15.085725
1989,Salzburg,NA,1961 - 1970,B,3,2.697752406,49.087525
1989,Salzburg,NA,1971 - 1980,A,3,6.521457372,45.23235
1989,Salzburg,gbv,1919 - 1944,A,16,2.024898502,303.6713
1989,Salzburg,gbv,1919 - 1944,B,64,1.977748957,988.97935
1989,Salzburg,gbv,1919 - 1944,C,13,2.095367696,248.906
1989,Salzburg,gbv,1945 - 1960,A,29,2.92045475,444.419325
1989,Salzburg,gbv,1945 - 1960,B,133,2.222949755,2129.344675
1989,Salzburg,gbv,1961 - 1970,A,143,3.635436614,2325.952075
1989,Salzburg,gbv,1961 - 1970,B,209,2.713567003,3601.5621
1989,Salzburg,gbv,1971 - 1980,A,230,4.069604869,4257.2541
1989,Salzburg,gbv,1971 - 1980,B,11,2.785469001,161.43755
1989,Salzburg,gbv,1981 - 1990,A,61,3.771591314,1171.105125
1989,Salzburg,gbv,1981 - 1990,B,25,4.695944849,486.56285
1989,Salzburg,gbv,1981 - 1990,D,1,4.417368351,19.304875
1989,Salzburg,gbv,NA,A,10,4.337783033,134.14665
1989,Salzburg,gbv,NA,B,4,1.988940725,79.73145
1989,Salzburg,priv,1918 und davor,A,40,2.83573824,744.09445
1989,Salzburg,priv,1918 und davor,B,75,3.217164721,1663.604375
1989,Salzburg,priv,1918 und davor,C,32,3.407409392,489.0991
1989,Salzburg,priv,1918 und davor,D,81,3.507341909,1519.549825
1989,Salzburg,priv,1919 - 1944,A,40,4.198952237,833.3014
1989,Salzburg,priv,1919 - 1944,B,69,3.460829955,1216.407625
1989,Salzburg,priv,1919 - 1944,C,12,3.321435772,237.14265
1989,Salzburg,priv,1919 - 1944,D,24,3.936833594,535.25735
1989,Salzburg,priv,1945 - 1960,A,112,4.060374229,2399.789025
1989,Salzburg,priv,1945 - 1960,B,77,3.696637281,1567.406475
1989,Salzburg,priv,1945 - 1960,C,17,2.18919509,278.665325
1989,Salzburg,priv,1945 - 1960,D,8,4.392334326,121.9093
1989,Salzburg,priv,1961 - 1970,A,237,6.630372643,5996.440525
1989,Salzburg,priv,1961 - 1970,B,43,3.422172737,798.2798
1989,Salzburg,priv,1961 - 1970,D,4,4.570401254,80.33595
1989,Salzburg,priv,1971 - 1980,A,299,5.951702557,6637.2175
1989,Salzburg,priv,1971 - 1980,B,20,4.175058983,497.4145
1989,Salzburg,priv,1971 - 1980,C,1,2.387821694,21.39185
1989,Salzburg,priv,1981 - 1990,A,28,6.9001817,787.74055
1989,Salzburg,priv,1981 - 1990,B,6,5.554407665,171.2598
1989,Salzburg,priv,NA,A,6,3.995247682,112.6198
1989,Salzburg,priv,NA,B,6,2.577277832,99.308075
1989,Salzburg,priv,NA,C,9,3.694017438,228.2108
1989,Salzburg,priv,NA,D,1,6.540555075,41.4314
1989,Salzburg,pub,1918 und davor,A,7,2.573473523,144.336725
1989,Salzburg,pub,1918 und davor,B,21,2.189067518,433.525975
1989,Salzburg,pub,1918 und davor,C,9,0.894620767,137.809175
1989,Salzburg,pub,1918 und davor,D,9,0.874652035,181.313075
1989,Salzburg,pub,1919 - 1944,A,45,1.783292984,760.505325
1989,Salzburg,pub,1919 - 1944,B,66,1.832969645,1091.7483
1989,Salzburg,pub,1919 - 1944,C,22,2.072123568,474.33335
1989,Salzburg,pub,1919 - 1944,D,10,1.327293849,195.0717
1989,Salzburg,pub,1945 - 1960,A,93,2.820935251,1422.729275
1989,Salzburg,pub,1945 - 1960,B,101,2.138834601,1699.9566
1989,Salzburg,pub,1945 - 1960,C,12,1.931746307,204.49215
1989,Salzburg,pub,1961 - 1970,A,7,1.979854105,106.268825
1989,Salzburg,pub,1961 - 1970,B,34,3.025036452,558.97
1989,Salzburg,pub,1971 - 1980,A,14,4.402653985,242.321825
1989,Salzburg,pub,1971 - 1980,B,1,5.677565169,21.32595
1989,Salzburg,pub,NA,B,4,2.509941825,82.207725
1989,Steiermark,NA,1918 und davor,C,1,0.505249228,35.625
1989,Steiermark,NA,1919 - 1944,B,1,1.11633548,43.1875
1989,Steiermark,NA,1945 - 1960,A,1,2.937837977,37.733325
1989,Steiermark,NA,1961 - 1970,B,1,1.357053944,43.166675
1989,Steiermark,NA,1971 - 1980,A,1,4.132376845,41.8125
1989,Steiermark,NA,NA,C,1,2.145246162,38
1989,Steiermark,NA,NA,D,1,2.795109006,43.15475
1989,Steiermark,gbv,1918 und davor,A,12,1.41300686,597.45455
1989,Steiermark,gbv,1918 und davor,B,26,1.378996947,1113.68485
1989,Steiermark,gbv,1918 und davor,C,6,0.922702197,262.857325
1989,Steiermark,gbv,1918 und davor,D,60,1.118076788,2618.162325
1989,Steiermark,gbv,1919 - 1944,A,32,2.590805369,1329.283875
1989,Steiermark,gbv,1919 - 1944,B,170,1.905161577,7439.3527
1989,Steiermark,gbv,1919 - 1944,C,21,1.582522838,789.382525
1989,Steiermark,gbv,1919 - 1944,D,13,2.378433797,1004.871825
1989,Steiermark,gbv,1945 - 1960,A,21,2.141266015,878.563975
1989,Steiermark,gbv,1945 - 1960,B,126,1.909481846,5221.184375
1989,Steiermark,gbv,1945 - 1960,C,1,1.595257335,29.102525
1989,Steiermark,gbv,1945 - 1960,D,1,2.143848608,37.94475
1989,Steiermark,gbv,1961 - 1970,A,99,2.591399062,4153.1485
1989,Steiermark,gbv,1961 - 1970,B,117,2.067247703,5045.38085
1989,Steiermark,gbv,1971 - 1980,A,143,3.491130034,6241.246775
1989,Steiermark,gbv,1971 - 1980,B,23,3.635778186,1081.15675
1989,Steiermark,gbv,1981 - 1990,A,80,3.28756841,5030.59915
1989,Steiermark,gbv,1981 - 1990,B,11,3.501414005,483.095625
1989,Steiermark,gbv,NA,A,1,2.043923461,32.80985
1989,Steiermark,gbv,NA,B,14,2.177591128,601.066375
1989,Steiermark,priv,1918 und davor,A,93,2.798871287,4323.17195
1989,Steiermark,priv,1918 und davor,B,245,2.207662304,12332.89018
1989,Steiermark,priv,1918 und davor,C,56,1.535558847,3087.930225
1989,Steiermark,priv,1918 und davor,D,174,2.180695441,8890.3896
1989,Steiermark,priv,1919 - 1944,A,17,4.104033073,790.53755
1989,Steiermark,priv,1919 - 1944,B,30,1.863734275,1148.37975
1989,Steiermark,priv,1919 - 1944,C,2,1.434332253,91.9207
1989,Steiermark,priv,1919 - 1944,D,28,1.88716479,1259.219525
1989,Steiermark,priv,1945 - 1960,A,37,2.398022555,1957.539525
1989,Steiermark,priv,1945 - 1960,B,77,2.475230304,4005.104025
1989,Steiermark,priv,1945 - 1960,C,14,2.056246773,647.91
1989,Steiermark,priv,1945 - 1960,D,20,1.841328565,831.5198
1989,Steiermark,priv,1961 - 1970,A,52,4.629514726,2689.875475
1989,Steiermark,priv,1961 - 1970,B,15,2.370354725,892.7657
1989,Steiermark,priv,1961 - 1970,C,4,1.715886362,204.463625
1989,Steiermark,priv,1961 - 1970,D,4,4.58051821,166.19105
1989,Steiermark,priv,1971 - 1980,A,62,4.161951369,3373.0456
1989,Steiermark,priv,1971 - 1980,B,22,3.760153842,1232.158125
1989,Steiermark,priv,1971 - 1980,C,1,0.85497452,52.0086
1989,Steiermark,priv,1971 - 1980,D,5,1.737174986,196.588625
1989,Steiermark,priv,1981 - 1990,A,23,4.470748245,1262.02365
1989,Steiermark,priv,1981 - 1990,B,6,2.839696201,215.549325
1989,Steiermark,priv,NA,A,29,3.682507045,1444.01095
1989,Steiermark,priv,NA,B,60,2.953831913,2738.49565
1989,Steiermark,priv,NA,C,8,2.552349209,610.87765
1989,Steiermark,priv,NA,D,43,2.227424668,1861.7784
1989,Steiermark,pub,1918 und davor,A,8,3.753651217,414.175025
1989,Steiermark,pub,1918 und davor,B,23,2.824334075,1172.03445
1989,Steiermark,pub,1918 und davor,C,14,1.743628873,739.395275
1989,Steiermark,pub,1918 und davor,D,23,1.620200739,889.033775
1989,Steiermark,pub,1919 - 1944,A,19,1.741502206,897.039575
1989,Steiermark,pub,1919 - 1944,B,43,1.868675792,1994.39745
1989,Steiermark,pub,1919 - 1944,C,6,3.493405583,264.881225
1989,Steiermark,pub,1919 - 1944,D,13,2.19687097,676.413725
1989,Steiermark,pub,1945 - 1960,A,26,1.840133038,1258.964
1989,Steiermark,pub,1945 - 1960,B,76,1.73958777,3158.54755
1989,Steiermark,pub,1945 - 1960,C,4,2.768736661,179.32095
1989,Steiermark,pub,1945 - 1960,D,6,1.298884293,205.1438
1989,Steiermark,pub,1961 - 1970,A,28,2.451681813,1269.372375
1989,Steiermark,pub,1961 - 1970,B,84,1.736092416,3260.434125
1989,Steiermark,pub,1971 - 1980,A,12,2.541962356,533.835325
1989,Steiermark,pub,1971 - 1980,B,14,2.010474804,620.73235
1989,Steiermark,pub,1981 - 1990,A,18,2.631866138,893.0935
1989,Steiermark,pub,1981 - 1990,B,9,2.518252403,323.2183
1989,Steiermark,pub,NA,A,4,2.033707826,202.0486
1989,Steiermark,pub,NA,B,7,1.265095339,335.832525
1989,Steiermark,pub,NA,C,6,1.122447921,288.604025
1989,Tirol,gbv,1918 und davor,A,7,3.869543121,219.1367
1989,Tirol,gbv,1919 - 1944,A,6,2.138243216,133.021375
1989,Tirol,gbv,1919 - 1944,B,154,2.276891219,3401.57875
1989,Tirol,gbv,1919 - 1944,C,2,1.954091763,67.519325
1989,Tirol,gbv,1945 - 1960,A,32,2.413077791,626.61465
1989,Tirol,gbv,1945 - 1960,B,144,2.10230264,3176.951625
1989,Tirol,gbv,1945 - 1960,C,14,1.349265958,360.296525
1989,Tirol,gbv,1961 - 1970,A,79,2.439654709,1571.172775
1989,Tirol,gbv,1961 - 1970,B,80,2.295818474,1558.1952
1989,Tirol,gbv,1961 - 1970,D,1,3.819982309,20.5284
1989,Tirol,gbv,1971 - 1980,A,92,3.417038014,2096.6579
1989,Tirol,gbv,1971 - 1980,B,34,3.534710552,1586.23605
1989,Tirol,gbv,1981 - 1990,A,75,4.355490825,2978.189
1989,Tirol,gbv,1981 - 1990,B,4,2.898207871,108.283225
1989,Tirol,gbv,NA,A,7,2.965793132,154.72345
1989,Tirol,gbv,NA,B,14,2.01598719,248.663675
1989,Tirol,priv,1918 und davor,A,89,4.256987319,2607.865375
1989,Tirol,priv,1918 und davor,B,218,3.057063295,5555.55145
1989,Tirol,priv,1918 und davor,C,61,1.776076841,1566.879925
1989,Tirol,priv,1918 und davor,D,73,1.957577263,2449.60365
1989,Tirol,priv,1919 - 1944,A,27,4.311766144,781.610525
1989,Tirol,priv,1919 - 1944,B,105,2.680004755,2984.930925
1989,Tirol,priv,1919 - 1944,C,20,2.33509035,544.752425
1989,Tirol,priv,1919 - 1944,D,10,1.119924396,240.59195
1989,Tirol,priv,1945 - 1960,A,59,4.466112126,1297.954225
1989,Tirol,priv,1945 - 1960,B,100,2.957022315,3003.687625
1989,Tirol,priv,1945 - 1960,C,13,2.825165005,471.188125
1989,Tirol,priv,1945 - 1960,D,2,7.557974753,37.3848
1989,Tirol,priv,1961 - 1970,A,205,5.047888353,5801.398425
1989,Tirol,priv,1961 - 1970,B,80,3.26421042,1844.314075
1989,Tirol,priv,1961 - 1970,C,1,3.754763099,25.974375
1989,Tirol,priv,1961 - 1970,D,3,9.04082494,58.96535
1989,Tirol,priv,1971 - 1980,A,241,5.918697506,8356.81045
1989,Tirol,priv,1971 - 1980,B,31,3.669531198,756.6203
1989,Tirol,priv,1971 - 1980,C,2,12.24717449,45.222475
1989,Tirol,priv,1971 - 1980,D,1,4.844855611,18.9043
1989,Tirol,priv,1981 - 1990,A,43,4.903646374,1786.9374
1989,Tirol,priv,1981 - 1990,B,4,2.137436299,103.81345
1989,Tirol,priv,NA,A,27,4.177935831,804.0208
1989,Tirol,priv,NA,B,17,3.527095269,468.589525
1989,Tirol,pub,1918 und davor,A,11,2.110343615,253.240025
1989,Tirol,pub,1918 und davor,B,28,2.015726367,632.34445
1989,Tirol,pub,1918 und davor,C,11,1.928039451,312.766475
1989,Tirol,pub,1918 und davor,D,12,0.889759537,244.795375
1989,Tirol,pub,1919 - 1944,A,7,1.308952238,174.96745
1989,Tirol,pub,1919 - 1944,B,142,1.472391101,3039.534175
1989,Tirol,pub,1919 - 1944,C,18,1.423846806,546.174475
1989,Tirol,pub,1919 - 1944,D,9,2.397199687,306.9423
1989,Tirol,pub,1945 - 1960,A,21,1.946231069,493.053725
1989,Tirol,pub,1945 - 1960,B,59,1.656093693,1226.95935
1989,Tirol,pub,1945 - 1960,C,6,0.677067378,106.26775
1989,Tirol,pub,1961 - 1970,A,28,2.545101012,539.982775
1989,Tirol,pub,1961 - 1970,B,23,2.956258739,507.31275
1989,Tirol,pub,1971 - 1980,A,50,3.210123326,1096.837525
1989,Tirol,pub,1971 - 1980,B,11,2.208024526,271.983125
1989,Tirol,pub,1971 - 1980,D,1,4.542052135,27.04375
1989,Tirol,pub,1981 - 1990,A,3,4.054379169,105.229475
1989,Tirol,pub,1981 - 1990,B,2,2.089343982,75.773825
1989,Tirol,pub,NA,D,4,0.819189261,76.61625
1989,Vorarlberg,NA,1919 - 1944,B,1,2.75275887,10.396925
1989,Vorarlberg,NA,1945 - 1960,A,1,2.11962433,9.4359
1989,Vorarlberg,NA,1961 - 1970,A,1,3.781258403,10.205875
1989,Vorarlberg,NA,1961 - 1970,B,1,2.235008391,8.45
1989,Vorarlberg,gbv,1919 - 1944,A,7,2.851927181,67.735875
1989,Vorarlberg,gbv,1919 - 1944,B,196,2.358988488,2041.337575
1989,Vorarlberg,gbv,1919 - 1944,C,13,1.819717476,114.534475
1989,Vorarlberg,gbv,1945 - 1960,A,6,2.700542743,60.05585
1989,Vorarlberg,gbv,1945 - 1960,B,74,2.370152142,837.186925
1989,Vorarlberg,gbv,1945 - 1960,C,2,4.472655088,19.984975
1989,Vorarlberg,gbv,1945 - 1960,D,1,2.725231281,10.17685
1989,Vorarlberg,gbv,1961 - 1970,A,122,3.311038474,1200.621675
1989,Vorarlberg,gbv,1961 - 1970,B,143,2.40384214,1482.11915
1989,Vorarlberg,gbv,1971 - 1980,A,260,4.074553653,2909.395425
1989,Vorarlberg,gbv,1981 - 1990,A,150,4.369690696,2864.008925
1989,Vorarlberg,gbv,1981 - 1990,B,13,3.557334548,259.446325
1989,Vorarlberg,gbv,NA,A,2,3.374095872,24.419225
1989,Vorarlberg,gbv,NA,C,4,2.165650458,29.604
1989,Vorarlberg,priv,1918 und davor,A,108,4.225355721,1323.21335
1989,Vorarlberg,priv,1918 und davor,B,238,3.045418255,3232.89315
1989,Vorarlberg,priv,1918 und davor,C,106,3.097392531,1481.30735
1989,Vorarlberg,priv,1918 und davor,D,29,3.18512351,563.9263
1989,Vorarlberg,priv,1919 - 1944,A,51,4.057607017,596.31205
1989,Vorarlberg,priv,1919 - 1944,B,59,3.150008975,685.700925
1989,Vorarlberg,priv,1919 - 1944,C,28,2.537058878,388.2396
1989,Vorarlberg,priv,1919 - 1944,D,3,3.364483063,32.195
1989,Vorarlberg,priv,1945 - 1960,A,99,4.42608172,1278.748975
1989,Vorarlberg,priv,1945 - 1960,B,64,3.146351885,776.121475
1989,Vorarlberg,priv,1945 - 1960,C,19,3.435570936,267.3867
1989,Vorarlberg,priv,1945 - 1960,D,4,3.093786369,38.507675
1989,Vorarlberg,priv,1961 - 1970,A,113,4.740612381,1382.3543
1989,Vorarlberg,priv,1961 - 1970,B,16,3.038666312,160.437775
1989,Vorarlberg,priv,1961 - 1970,C,2,3.309111084,23.052325
1989,Vorarlberg,priv,1961 - 1970,D,2,4.36037005,29.644925
1989,Vorarlberg,priv,1971 - 1980,A,237,5.099792331,2862.607375
1989,Vorarlberg,priv,1971 - 1980,B,9,4.287557277,165.369
1989,Vorarlberg,priv,1971 - 1980,C,1,0.968971122,13.51725
1989,Vorarlberg,priv,1971 - 1980,D,7,5.288070111,129.683325
1989,Vorarlberg,priv,1981 - 1990,A,23,5.217060503,433.44335
1989,Vorarlberg,priv,1981 - 1990,B,6,2.654299313,117.878725
1989,Vorarlberg,priv,NA,A,36,4.665273034,407.1845
1989,Vorarlberg,priv,NA,B,12,5.688204841,136.390475
1989,Vorarlberg,priv,NA,C,7,1.142310121,96.368525
1989,Vorarlberg,pub,1918 und davor,A,1,1.912443004,8.648
1989,Vorarlberg,pub,1918 und davor,B,11,1.016682276,123.71
1989,Vorarlberg,pub,1918 und davor,C,4,0.700773758,29.207075
1989,Vorarlberg,pub,1918 und davor,D,1,0.790317072,20.11455
1989,Vorarlberg,pub,1919 - 1944,A,5,2.42017264,56.36655
1989,Vorarlberg,pub,1919 - 1944,B,2,3.104759506,24.9465
1989,Vorarlberg,pub,1919 - 1944,C,5,1.527695915,45.217925
1989,Vorarlberg,pub,1945 - 1960,A,5,2.025480992,50.670925
1989,Vorarlberg,pub,1945 - 1960,B,11,1.346983289,222.872825
1989,Vorarlberg,pub,1945 - 1960,C,1,2.756555779,16.67275
1989,Vorarlberg,pub,1961 - 1970,A,11,3.861015904,110.06855
1989,Vorarlberg,pub,1961 - 1970,D,1,6.070319089,22.012075
1989,Vorarlberg,pub,1971 - 1980,A,5,3.166072373,57.124425
1989,Vorarlberg,pub,1981 - 1990,B,2,5.087098392,26.1335
1989,Vorarlberg,pub,NA,A,3,1.901433863,31.06115
1989,Vorarlberg,pub,NA,B,2,1.730305575,21.251975
1989,Wien,NA,1918 und davor,A,1,4.056158186,62.8611
1989,Wien,NA,1918 und davor,C,1,2.211781909,57.09595
1989,Wien,NA,1918 und davor,D,4,1.861137947,214.837625
1989,Wien,NA,1919 - 1944,B,1,1.677065404,59.422925
1989,Wien,NA,1971 - 1980,A,1,2.624296789,56.425
1989,Wien,NA,1981 - 1990,A,1,3.153726766,31.291675
1989,Wien,NA,NA,A,1,2.391764162,43.821425
1989,Wien,NA,NA,C,1,2.076366691,48.21875
1989,Wien,gbv,1918 und davor,A,1,4.178687965,40.55735
1989,Wien,gbv,1918 und davor,B,3,2.167055651,136.463575
1989,Wien,gbv,1918 und davor,D,5,1.472915482,340.861125
1989,Wien,gbv,1919 - 1944,A,57,1.486706952,3250.685175
1989,Wien,gbv,1919 - 1944,B,14,1.663793336,788.142975
1989,Wien,gbv,1919 - 1944,C,3,1.401299811,176.20025
1989,Wien,gbv,1945 - 1960,A,53,2.562631511,2624.4718
1989,Wien,gbv,1945 - 1960,B,82,2.191934858,4301.501925
1989,Wien,gbv,1945 - 1960,C,2,1.695699464,150.6879
1989,Wien,gbv,1961 - 1970,A,316,2.854568166,18089.21095
1989,Wien,gbv,1961 - 1970,B,139,2.373491107,7567.01355
1989,Wien,gbv,1971 - 1980,A,285,3.915459136,16218.02843
1989,Wien,gbv,1971 - 1980,B,9,3.64460196,626.1581
1989,Wien,gbv,1981 - 1990,A,462,3.402187726,15362.00278
1989,Wien,gbv,1981 - 1990,B,5,7.155194091,175.096625
1989,Wien,gbv,1981 - 1990,D,1,3.633641708,22.472225
1989,Wien,gbv,NA,A,7,2.945460258,329.353975
1989,Wien,gbv,NA,B,4,1.301603,174.225625
1989,Wien,priv,1918 und davor,A,994,2.355153997,59009.16478
1989,Wien,priv,1918 und davor,B,844,2.245312394,51008.85403
1989,Wien,priv,1918 und davor,C,192,1.985730548,12627.5874
1989,Wien,priv,1918 und davor,D,1469,2.035368055,94452.07828
1989,Wien,priv,1919 - 1944,A,69,3.151801221,4442.99545
1989,Wien,priv,1919 - 1944,B,61,2.218144856,3414.152075
1989,Wien,priv,1919 - 1944,C,15,1.795381712,979.31065
1989,Wien,priv,1919 - 1944,D,8,1.43422626,546.77025
1989,Wien,priv,1945 - 1960,A,54,2.649002913,3453.467625
1989,Wien,priv,1945 - 1960,B,35,1.973952916,1632.562925
1989,Wien,priv,1945 - 1960,C,10,1.586722542,525.1847
1989,Wien,priv,1945 - 1960,D,11,1.250126696,640.287525
1989,Wien,priv,1961 - 1970,A,58,3.374015539,3460.070875
1989,Wien,priv,1961 - 1970,B,44,2.191492324,2631.346975
1989,Wien,priv,1961 - 1970,C,1,2.598053822,35.383
1989,Wien,priv,1961 - 1970,D,2,1.472490045,99.68525
1989,Wien,priv,1971 - 1980,A,79,4.39739436,4906.3842
1989,Wien,priv,1971 - 1980,B,2,2.105374755,123.318425
1989,Wien,priv,1971 - 1980,C,1,1.780484437,96.60265
1989,Wien,priv,1971 - 1980,D,3,0.87207401,151.128
1989,Wien,priv,1981 - 1990,A,53,3.472676586,1961.481925
1989,Wien,priv,1981 - 1990,B,2,3.945327419,49.276375
1989,Wien,priv,1981 - 1990,C,2,2.178272582,55.547875
1989,Wien,priv,NA,A,77,3.202014534,4432.49015
1989,Wien,priv,NA,B,81,2.804871923,4734.28815
1989,Wien,priv,NA,C,29,2.020915338,1791.994975
1989,Wien,priv,NA,D,132,1.850233372,8404.4859
1989,Wien,pub,1918 und davor,A,35,1.259172479,2676.61865
1989,Wien,pub,1918 und davor,B,22,1.8367732,1400.2656
1989,Wien,pub,1918 und davor,C,8,2.565919242,466.820125
1989,Wien,pub,1918 und davor,D,29,1.820656366,1613.247075
1989,Wien,pub,1919 - 1944,A,271,1.96862868,15279.51118
1989,Wien,pub,1919 - 1944,B,394,1.907240659,22017.1336
1989,Wien,pub,1919 - 1944,C,257,1.779067125,15440.49788
1989,Wien,pub,1919 - 1944,D,12,1.91136838,1004.869875
1989,Wien,pub,1945 - 1960,A,393,2.343817319,21777.30295
1989,Wien,pub,1945 - 1960,B,521,2.206472233,29857.70715
1989,Wien,pub,1945 - 1960,C,27,2.06665936,1538.867825
1989,Wien,pub,1961 - 1970,A,601,2.558555502,33255.26165
1989,Wien,pub,1961 - 1970,B,166,2.372416473,9061.3121
1989,Wien,pub,1961 - 1970,C,1,1.74414802,66.657075
1989,Wien,pub,1961 - 1970,D,4,1.038183345,368.5537
1989,Wien,pub,1971 - 1980,A,446,2.855219629,24356.54943
1989,Wien,pub,1971 - 1980,B,6,3.211919149,246.45575
1989,Wien,pub,1981 - 1990,A,468,3.129598445,16566.746
1989,Wien,pub,1981 - 1990,B,5,3.794614339,197.5364
1989,Wien,pub,NA,A,15,2.811411857,712.09
1989,Wien,pub,NA,B,28,2.138399016,1589.108325
1989,Wien,pub,NA,C,7,2.097467316,397.724625
1990,Burgenland,NA,1918 und davor,A,7,0.829193292,75.485225
1990,Burgenland,NA,1918 und davor,B,19,1.814498519,202.09185
1990,Burgenland,NA,1918 und davor,C,4,1.799056384,42.144125
1990,Burgenland,NA,1918 und davor,D,37,1.160933429,374.866175
1990,Burgenland,NA,1919 - 1944,A,17,3.570897829,438.466425
1990,Burgenland,NA,1919 - 1944,B,45,1.949249285,417.597075
1990,Burgenland,NA,1919 - 1944,D,17,1.529045079,269.47955
1990,Burgenland,NA,1945 - 1960,A,25,2.214337595,312.55465
1990,Burgenland,NA,1945 - 1960,B,72,2.329830015,900.657275
1990,Burgenland,NA,1945 - 1960,C,2,4.542052135,24.585125
1990,Burgenland,NA,1945 - 1960,D,1,0.775176898,7.4489
1990,Burgenland,NA,1961 - 1970,A,52,2.543024173,601.317175
1990,Burgenland,NA,1961 - 1970,B,33,2.602379472,558.936325
1990,Burgenland,NA,1961 - 1970,D,4,0.473953266,33.941375
1990,Burgenland,NA,1971 - 1980,A,59,2.308918212,629.936925
1990,Burgenland,NA,1971 - 1980,B,42,1.998957972,609.771625
1990,Burgenland,NA,1981 - 1990,A,43,2.044260943,412.685375
1990,Burgenland,NA,1981 - 1990,B,22,1.541392054,221.857875
1990,Burgenland,NA,NA,A,7,3.2994083,107.7216
1990,Burgenland,NA,NA,B,7,1.623239974,74.384525
1990,Kärnten,NA,1918 und davor,A,86,3.333306415,1952.475075
1990,Kärnten,NA,1918 und davor,B,128,2.29526806,2870.189775
1990,Kärnten,NA,1918 und davor,C,36,1.723001299,1278.623775
1990,Kärnten,NA,1918 und davor,D,83,1.867948081,2023.38825
1990,Kärnten,NA,1919 - 1944,A,51,2.117282778,1262.5929
1990,Kärnten,NA,1919 - 1944,B,188,2.029592103,4171.953625
1990,Kärnten,NA,1919 - 1944,C,27,1.446747286,585.15065
1990,Kärnten,NA,1919 - 1944,D,28,2.013696483,584.7337
